,item,related,confidence,lift
0,['bottled water'],['UHT-milk'],0.06623735050597976,1.9800739885298204
1,['UHT-milk'],['bottled water'],0.2188449848024316,1.9800739885298204
2,['other vegetables'],['UHT-milk'],0.04203888596952181,1.256694357174003
3,['UHT-milk'],['other vegetables'],0.24316109422492402,1.256694357174003
4,['rolls/buns'],['UHT-milk'],0.03482587064676617,1.0410712395469461
5,['UHT-milk'],['rolls/buns'],0.19148936170212766,1.0410712395469461
6,['soda'],['UHT-milk'],0.043731778425655975,1.307301035915886
7,['UHT-milk'],['soda'],0.22796352583586627,1.307301035915886
8,['yogurt'],['UHT-milk'],0.053206997084548104,1.5905495936976612
9,['UHT-milk'],['yogurt'],0.22188449848024316,1.5905495936976612
10,['other vegetables'],['baking powder'],0.03783499737256963,2.138547121604726
11,['baking powder'],['other vegetables'],0.41379310344827586,2.138547121604726
12,['whole milk'],['baking powder'],0.036211699164345405,2.0467934556398677
13,['baking powder'],['whole milk'],0.5229885057471264,2.0467934556398677
14,['bottled water'],['beef'],0.05611775528978841,1.0696087660369553
15,['beef'],['bottled water'],0.1182170542635659,1.0696087660369553
16,['butter'],['beef'],0.10458715596330276,1.9934393001920205
17,['beef'],['butter'],0.11046511627906977,1.9934393001920205
18,['citrus fruit'],['beef'],0.10196560196560196,1.9434722777746034
19,['beef'],['citrus fruit'],0.16085271317829458,1.9434722777746034
20,['domestic eggs'],['beef'],0.09455128205128205,1.8021547654541843
21,['beef'],['domestic eggs'],0.11434108527131782,1.8021547654541843
22,['fruit/vegetable juice'],['beef'],0.07032348804500703,1.3403711335710158
23,['beef'],['fruit/vegetable juice'],0.09689922480620156,1.3403711335710158
24,['margarine'],['beef'],0.10590277777777778,2.0185151539621016
25,['beef'],['margarine'],0.1182170542635659,2.0185151539621016
26,['newspapers'],['beef'],0.08025477707006369,1.529662272255962
27,['beef'],['newspapers'],0.12209302325581395,1.529662272255962
28,['other vegetables'],['beef'],0.10194429847609038,1.9430662316130793
29,['beef'],['other vegetables'],0.375968992248062,1.9430662316130793
30,['pastry'],['beef'],0.07085714285714285,1.350542635658915
31,['beef'],['pastry'],0.12015503875968993,1.350542635658915
32,['pork'],['beef'],0.13227513227513227,2.5211742750502437
33,['beef'],['pork'],0.14534883720930233,2.5211742750502437
34,['rolls/buns'],['beef'],0.07407407407407407,1.4118575940281368
35,['beef'],['rolls/buns'],0.2596899224806202,1.4118575940281368
36,['root vegetables'],['beef'],0.15951492537313433,3.0403668431100312
37,['beef'],['root vegetables'],0.3313953488372093,3.0403668431100312
38,['sausage'],['beef'],0.05952380952380952,1.1345284237726097
39,['beef'],['sausage'],0.1065891472868217,1.1345284237726097
40,['soda'],['beef'],0.04664723032069971,0.8890998259769025
41,['beef'],['soda'],0.15503875968992248,0.8890998259769025
42,['tropical fruit'],['beef'],0.07267441860465117,1.385180052280512
43,['beef'],['tropical fruit'],0.14534883720930233,1.385180052280512
44,['whipped/sour cream'],['beef'],0.09361702127659574,1.7843476826653473
45,['beef'],['whipped/sour cream'],0.12790697674418605,1.7843476826653473
46,['whole milk'],['beef'],0.0831675288499801,1.5851795469758805
47,['beef'],['whole milk'],0.4050387596899225,1.5851795469758805
48,['yogurt'],['beef'],0.08381924198250729,1.5976012498022465
49,['beef'],['yogurt'],0.22286821705426357,1.5976012498022465
50,['citrus fruit'],['berries'],0.06511056511056511,1.958294825267302
51,['berries'],['citrus fruit'],0.1620795107033639,1.958294825267302
52,['other vegetables'],['berries'],0.05307409353652128,1.5962804585066874
53,['berries'],['other vegetables'],0.308868501529052,1.5962804585066874
54,['rolls/buns'],['berries'],0.035931453841901606,1.080690668303065
55,['berries'],['rolls/buns'],0.19877675840978593,1.080690668303065
56,['root vegetables'],['berries'],0.06063432835820896,1.8236655027614224
57,['berries'],['root vegetables'],0.19877675840978593,1.8236655027614224
58,['soda'],['berries'],0.04198250728862974,1.2626848904699495
59,['berries'],['soda'],0.22018348623853212,1.2626848904699495
60,['tropical fruit'],['berries'],0.06395348837209303,1.9234940615887917
61,['berries'],['tropical fruit'],0.2018348623853211,1.9234940615887917
62,['whipped/sour cream'],['berries'],0.12624113475177304,3.796885505454703
63,['berries'],['whipped/sour cream'],0.27217125382262997,3.796885505454703
64,['whole milk'],['berries'],0.046159968165539196,1.3883280945201162
65,['berries'],['whole milk'],0.3547400611620795,1.3883280945201162
66,['yogurt'],['berries'],0.07580174927113703,2.2798477189040756
67,['berries'],['yogurt'],0.3180428134556575,2.2798477189040756
68,['other vegetables'],['beverages'],0.026799789805570153,1.0295934872569628
69,['beverages'],['other vegetables'],0.19921875,1.0295934872569628
70,['rolls/buns'],['beverages'],0.029297954671088998,1.1255679069928135
71,['beverages'],['rolls/buns'],0.20703125,1.1255679069928135
72,['whole milk'],['beverages'],0.026661360923199363,1.0242753307799444
73,['beverages'],['whole milk'],0.26171875,1.0242753307799444
74,['yogurt'],['beverages'],0.03935860058309038,1.5120774872448979
75,['beverages'],['yogurt'],0.2109375,1.5120774872448979
76,['bottled water'],['bottled beer'],0.14259429622815087,1.7707258881361918
77,['bottled beer'],['bottled water'],0.19570707070707072,1.7707258881361918
78,['brown bread'],['bottled beer'],0.07993730407523511,0.9926557898736582
79,['bottled beer'],['brown bread'],0.06439393939393939,0.9926557898736582
80,['butter'],['bottled beer'],0.10458715596330276,1.2987559077008617
81,['bottled beer'],['butter'],0.07196969696969698,1.2987559077008617
82,['citrus fruit'],['bottled beer'],0.07371007371007371,0.9153264835083017
83,['bottled beer'],['citrus fruit'],0.07575757575757576,0.9153264835083017
84,['frankfurter'],['bottled beer'],0.09137931034482759,1.1347418146987112
85,['bottled beer'],['frankfurter'],0.06691919191919192,1.1347418146987112
86,['fruit/vegetable juice'],['bottled beer'],0.0970464135021097,1.205115501001577
87,['bottled beer'],['fruit/vegetable juice'],0.08712121212121213,1.205115501001577
88,['margarine'],['bottled beer'],0.10416666666666667,1.2935343013468015
89,['bottled beer'],['margarine'],0.07575757575757576,1.2935343013468015
90,['napkins'],['bottled beer'],0.09902912621359224,1.229736687260959
91,['bottled beer'],['napkins'],0.06439393939393939,1.229736687260959
92,['other vegetables'],['bottled beer'],0.08355228586442459,1.0375463781270402
93,['bottled beer'],['other vegetables'],0.20075757575757575,1.0375463781270402
94,['pip fruit'],['bottled beer'],0.07795698924731183,0.9680643803627674
95,['bottled beer'],['pip fruit'],0.07323232323232323,0.9680643803627674
96,['pork'],['bottled beer'],0.08994708994708994,1.1169566030677143
97,['bottled beer'],['pork'],0.06439393939393939,1.1169566030677143
98,['rolls/buns'],['bottled beer'],0.07407407407407407,0.9198466142910587
99,['bottled beer'],['rolls/buns'],0.1691919191919192,0.9198466142910587
100,['root vegetables'],['bottled beer'],0.08861940298507463,1.1004694802502637
101,['bottled beer'],['root vegetables'],0.11994949494949494,1.1004694802502637
102,['sausage'],['bottled beer'],0.08333333333333333,1.0348274410774412
103,['bottled beer'],['sausage'],0.09722222222222222,1.0348274410774412
104,['shopping bags'],['bottled beer'],0.05675954592363261,0.7048360279784428
105,['bottled beer'],['shopping bags'],0.06944444444444445,0.7048360279784428
106,['soda'],['bottled beer'],0.09737609329446065,1.2092094413522985
107,['bottled beer'],['soda'],0.21085858585858586,1.2092094413522985
108,['tropical fruit'],['bottled beer'],0.07848837209302326,0.9746630549682876
109,['bottled beer'],['tropical fruit'],0.10227272727272728,0.9746630549682876
110,['whole milk'],['bottled beer'],0.07998408276959809,0.9932366843926732
111,['bottled beer'],['whole milk'],0.2537878787878788,0.9932366843926732
112,['yogurt'],['bottled beer'],0.0663265306122449,0.8236381673881673
113,['bottled beer'],['yogurt'],0.1148989898989899,0.8236381673881673
114,['brown bread'],['bottled water'],0.12695924764890282,1.1487067163081501
115,['bottled water'],['brown bread'],0.07451701931922723,1.1487067163081501
116,['butter'],['bottled water'],0.1614678899082569,1.4609353240549277
117,['bottled water'],['butter'],0.08095676172953081,1.4609353240549277
118,['canned beer'],['bottled water'],0.10340314136125654,0.9355748806696946
119,['bottled water'],['canned beer'],0.07267709291628335,0.9355748806696946
120,['chicken'],['bottled water'],0.12322274881516587,1.11489947985019
121,['bottled water'],['chicken'],0.04783808647654094,1.11489947985019
122,['chocolate'],['bottled water'],0.1168032786885246,1.0568171535433664
123,['bottled water'],['chocolate'],0.05243790248390064,1.0568171535433664
124,['citrus fruit'],['bottled water'],0.16339066339066338,1.4783322672007124
125,['bottled water'],['citrus fruit'],0.12235510579576817,1.4783322672007124
126,['coffee'],['bottled water'],0.12609457092819615,1.1408832613420508
127,['bottled water'],['coffee'],0.06623735050597976,1.1408832613420508
128,['cream cheese'],['bottled water'],0.14871794871794872,1.3455759205529216
129,['bottled water'],['cream cheese'],0.05335786568537258,1.3455759205529216
130,['curd'],['bottled water'],0.11450381679389313,1.0360119946347184
131,['bottled water'],['curd'],0.05519779208831647,1.0360119946347184
132,['dessert'],['bottled water'],0.13972602739726028,1.264218472356996
133,['bottled water'],['dessert'],0.046918123275068994,1.264218472356996
134,['domestic eggs'],['bottled water'],0.14423076923076922,1.3049766470879627
135,['bottled water'],['domestic eggs'],0.0827966881324747,1.3049766470879627
136,['frankfurter'],['bottled water'],0.12413793103448276,1.1231799003901914
137,['bottled water'],['frankfurter'],0.06623735050597976,1.1231799003901914
138,['frozen vegetables'],['bottled water'],0.12896405919661733,1.1668459265857694
139,['bottled water'],['frozen vegetables'],0.05611775528978841,1.1668459265857694
140,['fruit/vegetable juice'],['bottled water'],0.19690576652601968,1.7815714938209783
141,['bottled water'],['fruit/vegetable juice'],0.12879484820607176,1.7815714938209783
142,['hygiene articles'],['bottled water'],0.1728395061728395,1.5638238667984146
143,['bottled water'],['hygiene articles'],0.051517939282428704,1.5638238667984146
144,['margarine'],['bottled water'],0.1753472222222222,1.5865132755800877
145,['bottled water'],['margarine'],0.09291628334866606,1.5865132755800877
146,['misc. beverages'],['bottled water'],0.1863799283154122,1.6863354139669537
147,['bottled water'],['misc. beverages'],0.04783808647654094,1.6863354139669537
148,['napkins'],['bottled water'],0.1650485436893204,1.4933324997097202
149,['bottled water'],['napkins'],0.078196872125115,1.4933324997097202
150,['newspapers'],['bottled water'],0.14140127388535031,1.2793758313361734
151,['bottled water'],['newspapers'],0.10211591536338546,1.2793758313361734
152,['onions'],['bottled water'],0.1901639344262295,1.7205724885758666
153,['bottled water'],['onions'],0.05335786568537258,1.7205724885758666
154,['other vegetables'],['bottled water'],0.1282186022070415,1.1601011524436553
155,['bottled water'],['other vegetables'],0.22447102115915363,1.1601011524436553
156,['pastry'],['bottled water'],0.10057142857142858,0.9099540018399263
157,['bottled water'],['pastry'],0.08095676172953081,0.9099540018399263
158,['pip fruit'],['bottled water'],0.13978494623655913,1.2647515604752155
159,['bottled water'],['pip fruit'],0.09567617295308188,1.2647515604752155
160,['pork'],['bottled water'],0.12874779541446207,1.1648892069008596
161,['bottled water'],['pork'],0.0671573137074517,1.1648892069008596
162,['rolls/buns'],['bottled water'],0.13156440022111665,1.1903733911450616
163,['bottled water'],['rolls/buns'],0.21895124195032198,1.1903733911450616
164,['root vegetables'],['bottled water'],0.14365671641791045,1.29978271018413
165,['bottled water'],['root vegetables'],0.14167433302667892,1.29978271018413
166,['sausage'],['bottled water'],0.1277056277056277,1.1554598422123723
167,['bottled water'],['sausage'],0.10855565777368906,1.1554598422123723
168,['shopping bags'],['bottled water'],0.11145510835913312,1.0084277743441346
169,['bottled water'],['shopping bags'],0.09935602575896964,1.0084277743441346
170,['soda'],['bottled water'],0.1661807580174927,1.5035765916302126
171,['bottled water'],['soda'],0.2621895124195032,1.5035765916302126
172,['tropical fruit'],['bottled water'],0.17635658914728683,1.595645864087917
173,['bottled water'],['tropical fruit'],0.16743330266789327,1.595645864087917
174,['whipped/sour cream'],['bottled water'],0.12198581560283688,1.1037079084212518
175,['bottled water'],['whipped/sour cream'],0.07911683532658693,1.1037079084212518
176,['whole milk'],['bottled water'],0.13450059689614008,1.2169396232507246
177,['bottled water'],['whole milk'],0.3109475620975161,1.2169396232507246
178,['yogurt'],['bottled water'],0.16472303206997085,1.4903873232825788
179,['bottled water'],['yogurt'],0.20791168353265868,1.4903873232825788
180,['butter'],['brown bread'],0.10458715596330276,1.6122487130079663
181,['brown bread'],['butter'],0.08934169278996865,1.6122487130079663
182,['citrus fruit'],['brown bread'],0.10073710073710074,1.5528987237451188
183,['brown bread'],['citrus fruit'],0.12852664576802508,1.5528987237451188
184,['domestic eggs'],['brown bread'],0.10737179487179487,1.6551749256490635
185,['brown bread'],['domestic eggs'],0.10501567398119123,1.6551749256490635
186,['frankfurter'],['brown bread'],0.1206896551724138,1.8604745432926169
187,['brown bread'],['frankfurter'],0.109717868338558,1.8604745432926169
188,['fruit/vegetable juice'],['brown bread'],0.11533052039381153,1.7778615487039755
189,['brown bread'],['fruit/vegetable juice'],0.12852664576802508,1.7778615487039755
190,['margarine'],['brown bread'],0.1111111111111111,1.7128178335074886
191,['brown bread'],['margarine'],0.10031347962382445,1.7128178335074886
192,['newspapers'],['brown bread'],0.09554140127388536,1.4728051434618532
193,['brown bread'],['newspapers'],0.11755485893416928,1.4728051434618532
194,['other vegetables'],['brown bread'],0.09668943772990016,1.4905025393002636
195,['brown bread'],['other vegetables'],0.2884012539184953,1.4905025393002636
196,['pastry'],['brown bread'],0.10857142857142857,1.673667711598746
197,['brown bread'],['pastry'],0.14890282131661442,1.673667711598746
198,['pip fruit'],['brown bread'],0.10080645161290322,1.5539677924967135
199,['brown bread'],['pip fruit'],0.11755485893416928,1.5539677924967135
200,['pork'],['brown bread'],0.09700176366843033,1.4953171562366965
201,['brown bread'],['pork'],0.08620689655172414,1.4953171562366965
202,['rolls/buns'],['brown bread'],0.0685461580983969,1.0566637380842219
203,['brown bread'],['rolls/buns'],0.19435736677115986,1.0566637380842219
204,['root vegetables'],['brown bread'],0.09328358208955224,1.4380000467880034
205,['brown bread'],['root vegetables'],0.15673981191222572,1.4380000467880034
206,['sausage'],['brown bread'],0.11363636363636363,1.7517455115417497
207,['brown bread'],['sausage'],0.164576802507837,1.7517455115417497
208,['shopping bags'],['brown bread'],0.09391124871001032,1.4476757540171652
209,['brown bread'],['shopping bags'],0.1426332288401254,1.4476757540171652
210,['soda'],['brown bread'],0.07230320699708455,1.1145800012795086
211,['brown bread'],['soda'],0.19435736677115986,1.1145800012795086
212,['tropical fruit'],['brown bread'],0.10174418604651163,1.5684233068455202
213,['brown bread'],['tropical fruit'],0.164576802507837,1.5684233068455202
214,['whole milk'],['brown bread'],0.09868682849184242,1.5212930379581038
215,['brown bread'],['whole milk'],0.3887147335423197,1.5212930379581038
216,['yogurt'],['brown bread'],0.10422740524781342,1.6067030260380013
217,['brown bread'],['yogurt'],0.22413793103448276,1.6067030260380013
218,['chicken'],['butter'],0.13507109004739337,2.4374755424148873
219,['butter'],['chicken'],0.10458715596330276,2.4374755424148873
220,['chocolate'],['butter'],0.125,2.2557339449541285
221,['butter'],['chocolate'],0.11192660550458716,2.2557339449541285
222,['citrus fruit'],['butter'],0.11056511056511056,1.9952437842346102
223,['butter'],['citrus fruit'],0.1651376146788991,1.9952437842346102
224,['curd'],['butter'],0.12786259541984732,2.307391974227887
225,['butter'],['curd'],0.12293577981651377,2.307391974227887
226,['domestic eggs'],['butter'],0.15224358974358973,2.7473682662902847
227,['butter'],['domestic eggs'],0.1743119266055046,2.7473682662902847
228,['frozen vegetables'],['butter'],0.12050739957716702,2.174661054754931
229,['butter'],['frozen vegetables'],0.10458715596330276,2.174661054754931
230,['fruit/vegetable juice'],['butter'],0.1111111111111111,2.0050968399592253
231,['butter'],['fruit/vegetable juice'],0.14495412844036698,2.0050968399592253
232,['margarine'],['butter'],0.11458333333333333,2.067756116207951
233,['butter'],['margarine'],0.12110091743119267,2.067756116207951
234,['newspapers'],['butter'],0.07261146496815286,1.3103371705720799
235,['butter'],['newspapers'],0.10458715596330276,1.3103371705720799
236,['other vegetables'],['butter'],0.10352075669994745,1.868122279163272
237,['butter'],['other vegetables'],0.3614678899082569,1.868122279163272
238,['pastry'],['butter'],0.08571428571428572,1.5467889908256882
239,['butter'],['pastry'],0.13761467889908258,1.5467889908256882
240,['pip fruit'],['butter'],0.0967741935483871,1.7463746670612605
241,['butter'],['pip fruit'],0.13211009174311927,1.7463746670612605
242,['pork'],['butter'],0.09523809523809523,1.7186544342507646
243,['butter'],['pork'],0.09908256880733946,1.7186544342507646
244,['rolls/buns'],['butter'],0.07296849087893864,1.3167800143015806
245,['butter'],['rolls/buns'],0.24220183486238533,1.3167800143015806
246,['root vegetables'],['butter'],0.11847014925373134,2.1378970970833904
247,['butter'],['root vegetables'],0.23302752293577983,2.1378970970833904
248,['sausage'],['butter'],0.09199134199134198,1.6600639421740337
249,['butter'],['sausage'],0.1559633027522936,1.6600639421740337
250,['soda'],['butter'],0.05072886297376093,0.9154465455907135
251,['butter'],['soda'],0.1596330275229358,0.9154465455907135
252,['tropical fruit'],['butter'],0.09496124031007752,1.7136583457791053
253,['butter'],['tropical fruit'],0.1798165137614679,1.7136583457791053
254,['whipped/sour cream'],['butter'],0.14184397163120568,2.5596980935649682
255,['butter'],['whipped/sour cream'],0.1834862385321101,2.5596980935649682
256,['whole milk'],['butter'],0.1078392359729407,1.9460530014566457
257,['butter'],['whole milk'],0.4972477064220184,1.9460530014566457
258,['yogurt'],['butter'],0.10495626822157435,1.894027335704924
259,['butter'],['yogurt'],0.26422018348623855,1.894027335704924
260,['other vegetables'],['butter milk'],0.053599579611140306,1.9169158744565997
261,['butter milk'],['other vegetables'],0.3709090909090909,1.9169158744565997
262,['pip fruit'],['butter milk'],0.06720430107526881,2.4034701857282497
263,['butter milk'],['pip fruit'],0.18181818181818182,2.4034701857282497
264,['rolls/buns'],['butter milk'],0.04145936981757877,1.4827378260214081
265,['butter milk'],['rolls/buns'],0.2727272727272727,1.4827378260214081
266,['root vegetables'],['butter milk'],0.04664179104477612,1.668080054274084
267,['butter milk'],['root vegetables'],0.18181818181818182,1.668080054274084
268,['tropical fruit'],['butter milk'],0.05232558139534884,1.871353065539112
269,['butter milk'],['tropical fruit'],0.19636363636363635,1.871353065539112
270,['whole milk'],['butter milk'],0.04536410664544369,1.622385414028868
271,['butter milk'],['whole milk'],0.41454545454545455,1.622385414028868
272,['yogurt'],['butter milk'],0.061224489795918366,2.18961038961039
273,['butter milk'],['yogurt'],0.3054545454545455,2.18961038961039
274,['whole milk'],['cake bar'],0.021886191802626343,1.655774587529462
275,['cake bar'],['whole milk'],0.4230769230769231,1.655774587529462
276,['other vegetables'],['candy'],0.03573305307409354,1.1953557040262242
277,['candy'],['other vegetables'],0.23129251700680273,1.1953557040262242
278,['rolls/buns'],['candy'],0.038695411829740185,1.2944536576377372
279,['candy'],['rolls/buns'],0.23809523809523808,1.2944536576377372
280,['soda'],['candy'],0.04956268221574344,1.657989726502846
281,['candy'],['soda'],0.2891156462585034,1.657989726502846
282,['tropical fruit'],['candy'],0.05135658914728682,1.718000184569952
283,['candy'],['tropical fruit'],0.18027210884353742,1.718000184569952
284,['whole milk'],['candy'],0.03223239156386789,1.0782502416008186
285,['candy'],['whole milk'],0.2755102040816326,1.0782502416008186
286,['yogurt'],['candy'],0.03935860058309038,1.3166389004581425
287,['candy'],['yogurt'],0.1836734693877551,1.3166389004581425
288,['other vegetables'],['canned beer'],0.04676826064109301,0.6020495332528139
289,['canned beer'],['other vegetables'],0.11649214659685864,0.6020495332528139
290,['rolls/buns'],['canned beer'],0.06135986733001658,0.7898878209302528
291,['canned beer'],['rolls/buns'],0.14528795811518325,0.7898878209302528
292,['sausage'],['canned beer'],0.0670995670995671,0.8637751864191655
293,['canned beer'],['sausage'],0.08115183246073299,0.8637751864191655
294,['shopping bags'],['canned beer'],0.11558307533539731,1.4879051648215087
295,['canned beer'],['shopping bags'],0.14659685863874344,1.4879051648215087
